customer_name,hostname,family,ndi,cbp_cnt,fn_cnt,eox_cnt,psirt_cnt,ccf_cnt,cna_cnt,slg_cnt,siar_cnt
BOA,AZLFPND01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZLFPND01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZLHUAB01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZLHUAB01E2,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZLHUAB01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZLHUSA01R1,1800,0.177551157,0,1,0,0,0,0,0,0
BOA,AZLVZBR01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZLVZBR01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMAACR01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMRCJW01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMRCJW01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMSAAS01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSAAS01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMSABG01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSABG01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMSABR01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSABR01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMSACC01R1,1800,0.177551157,0,1,0,0,0,0,0,0
BOA,AZMSAER01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSAER01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMSAMM01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSAMM01E2,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSAMM01IDE01,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSAMM01R1,3800,0.233436891,1,1,0,0,0,0,0,0
BOA,AZMSAMMO02VAR01,2800,0.286385564,1,1,0,0,0,0,0,0
BOA,AZMSAMS01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSAMS01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMSANL01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSANL01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMSAPB01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSAPB01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMSAPO01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSAPO01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMSAPR01E1,C3560,0.22353965,1,1,0,0,0,0,0,0
BOA,AZMSAPR01E2,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSAPR01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMSARM01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSARM01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMSASB01E1,C3560,0.22353965,0,1,0,0,0,0,0,0
BOA,AZMSASB01R1,3800,0.233436891,0,1,0,0,0,0,0,0
BOA,AZMSASU01IDE01,C3560,0.22353965,0,1,0,0,0,0,0,0
